"species","sequence_id","counts"
"NA NA","RGM.465691",0
"Lucinoma borealis","RGM.466433",0
"NA NA","RGM.466433",0
"Lucinoma borealis","RGM.466458",0
"NA NA","RGM.466458",0
"NA NA","RGM.466579",0
"Solen marginatus","RGM.466579",0
"Arctica islandica","RGM.466672",0
"NA NA","RGM.466672",0
"Arctica islandica","RGM.466684",0
"NA NA","RGM.466684",0
"Arctica islandica","RGM.466687",0
"NA NA","RGM.466687",0
"Antalis vulgaris","RGM.466865",0
"NA NA","RGM.466865",0
"Antalis vulgaris","RGM.466876",0
"NA NA","RGM.466876",0
"Antalis vulgaris","RGM.466882",0
"NA NA","RGM.466882",0
"NA NA","RGM.466939",0
"Pholas dactylus","RGM.466939",0
"NA NA","RGM.466966",0
"Pholas dactylus","RGM.466966",0
"NA NA","RGM.466977",0
"Pholas dactylus","RGM.466977",0
"NA NA","RGM.466983",0
"Zirfaea crispata","RGM.466983",0
"NA NA","RGM.466990",0
"Zirfaea crispata","RGM.466990",0
"Rapana rapiformis","RGM.46708",0
"Ergalatax contracta","RGM.474071",0
"Urosalpinx contracta","RGM.474071",0
"Ostrea hyotis","RGM.475951",0
"Ostrea digitalina","RGM.476140",0
"Ostrea digitalina","RGM.476159",0
"Ostrea lacerata","RGM.476370",0
"Anomia ","RGM.476850",0
"Arcopagia inflata","RGM.477247",0
"Metis turgida","RGM.477276",0
"Metis turgida","RGM.477278",0
"Metis kehreri","RGM.477281",0
"Metis meyeri","RGM.477283",0
"Metis meyeri","RGM.477284",0
"Metis meyeri","RGM.477285",0
"Metis meyeri","RGM.477286",0
"Metis ","RGM.477288",0
"Metis ","RGM.477289",0
"Anisocorbula lamellata","RGM.477687",0
"Corbula lamellata","RGM.477687",0
"Corbula ","RGM.477768",0
"Notocorbula ","RGM.477768",0
"Aloides ","RGM.477772",0
"Potamocorbula ","RGM.477772",0
"Aloides ","RGM.477773",0
"Potamocorbula ","RGM.477773",0
"Acanthocardia aculeata","RGM.481910",0
"NA NA","RGM.481910",0
"Acanthocardia aculeata","RGM.481917",0
"NA NA","RGM.481917",0
"Cerastoderma edule","RGM.482007",0
"NA NA","RGM.482007",0
"Acanthocardia tuberculata","RGM.482035",0
"NA NA","RGM.482035",0
"Acanthocardia tuberculata","RGM.482052",0
"NA NA","RGM.482052",0
"Acanthocardia echinata","RGM.482067",0
"NA NA","RGM.482067",0
"Acanthocardia paucicostata","RGM.482075",0
"NA NA","RGM.482075",0
"Acanthocardia echinata","RGM.482084",0
"NA NA","RGM.482084",0
"NA NA","RGM.482108",0
"Parvicardium scabrum","RGM.482108",0
"NA NA","RGM.482112",0
"Parvicardium papillosum","RGM.482112",0
"Cerastoderma edule","RGM.482142",0
"NA NA","RGM.482142",0
"Cerastoderma edule","RGM.482156",0
"NA NA","RGM.482156",0
"Cerastoderma edule","RGM.482161",0
"NA NA","RGM.482161",0
"Cerastoderma edule","RGM.482190",0
"NA NA","RGM.482190",0
"Goodallia triangularis","RGM.482766",0
"NA NA","RGM.482766",0
"Goodallia triangularis","RGM.482792",0
"NA NA","RGM.482792",0
"Goodallia triangularis","RGM.482793",0
"NA NA","RGM.482793",0
"Goodallia triangularis","RGM.482812",0
"NA NA","RGM.482812",0
"Siphonella soluta","RGM.484487",0
"Goodallia waeli","RGM.484832",0
"NA NA","RGM.484832",0
"NA NA","RGM.485448",0
"Phaxas pellucidus","RGM.485448",0
"NA NA","RGM.485462",0
"Pharus legumen","RGM.485462",0
"Clausinella imbricata","RGM.485792",0
"NA NA","RGM.485792",0
"Clausinella imbricata","RGM.485795",0
"NA NA","RGM.485795",0
"Clausinella imbricata","RGM.485802",0
"NA NA","RGM.485802",0
"Clausinella imbricata","RGM.485828",0
"NA NA","RGM.485828",0
"NA NA","RGM.503008",0
"Zirfaea crispata","RGM.503008",0
"NA NA","RGM.503039",0
"Zirfaea crispata","RGM.503039",0
"Barnea candida","RGM.503153",0
"NA NA","RGM.503153",0
"Mya truncata","RGM.503265",0
"NA NA","RGM.503265",0
"Mya truncata","RGM.503267",0
"NA NA","RGM.503267",0
"NA NA","RGM.503270",0
"Saxicavella jeffreysi","RGM.503270",0
"NA NA","RGM.503289",0
"Saxicavella jeffreysi","RGM.503289",0
"NA NA","RGM.503291",0
"Saxicavella jeffreysi","RGM.503291",0
"Hiatella arctica","RGM.503292",0
"NA NA","RGM.503292",0
"NA NA","RGM.503294",0
"Saxicavella jeffreysi","RGM.503294",0
"Arcopagia crassa","RGM.503299",0
"NA NA","RGM.503299",0
"Arcopagia crassa","RGM.503314",0
"NA NA","RGM.503314",0
"Chamelea striatula","RGM.503431",0
"NA NA","RGM.503431",0
"Laevicardium crassum","RGM.503473",0
"NA NA","RGM.503473",0
"Laevicardium crassum","RGM.503475",0
"NA NA","RGM.503475",0
"Laevicardium crassum","RGM.503483",0
"NA NA","RGM.503483",0
"Laevicardium oblongum","RGM.503487",0
"NA NA","RGM.503487",0
"Cochlodesma praetenue","RGM.503819",0
"NA NA","RGM.503819",0
"Cytheridea fortior van Veen","RGM.504497",0
"Cytheridea fortior van Veen","RGM.504506",0
"Cytheropteron fluitans Bonnema","RGM.504708",0
"Cytheropteron inaequivalve Bonnema","RGM.504714",0
"Cytheropteron limburgense van Veen","RGM.504716",0
"Cytheropteron staringi van Veen","RGM.504720",0
"Cytheropteron V-scriptum van Veen","RGM.504730",0
"Cytherura asulcata van Veen","RGM.504750",0
"Cytherura hagenowi Bonnema","RGM.504804",0
"Phoca sp.","RGM.50484",0
"Physeter macrocephalus","RGM.50485",0
"Xestoleberis pergensi van Veen","RGM.505314",0
"Xestoleberis ovata Bonnema","RGM.505357",0
"Cyclocypris laevis (O.F. Müller) Vavra-G. W. Müller","RGM.505756.1",0
"Cytherois fischeri (Sars)","RGM.505765",0
"Cytheromorpha fuscata (Brady)","RGM.505766",0
"Elofsonia baltica (Hirschmann)","RGM.505772.1",0
"Elofsonia baltica (Hirschmann)","RGM.505772.2",0
"Elofsonia baltica (Hirschmann)","RGM.505772.3",0
"Elofsonia pusilla (Brady & Robertson)","RGM.505773",0
"Hemicytherura celluloda (Norman)","RGM.505779.1",0
"Heterocythereis albomaculata (Baird)","RGM.505781.1",0
"Heterocythereis albomaculata (Baird)","RGM.505781.2",0
"Heterocythereis albomaculata (Baird)","RGM.505781.5",0
"Leptocythere castanea (Sars)","RGM.505785.1",0
"Limnocythere inopinata (Baird)","RGM.505788",0
"Sclerochilus contortus Norman","RGM.505796",0
"Semicytherura acuticostata (Sars)","RGM.505797.3",0
"Semicytherura acuticostata (Sars)","RGM.505797.5",0
"Semicytherura sella (Sars)","RGM.505800",0
"Plagioecia cristata","RGM.507036",0
"Calyptraea ","RGM.515807",0
"NA ","RGM.515807",0
"Corbula ","RGM.515944",0
"NA ","RGM.515944",0
"NA NA","RGM.550151",0
"Pisidium crassissimum","RGM.550151",0
"Hydrobia inusitata","RGM.550301",0
"Estheria minuta","RGM.5550",0
"Heteranomia squamula","RGM.564600",0
"NA NA","RGM.564600",0
"Heteranomia squamula","RGM.564602",0
"NA NA","RGM.564602",0
"Heteranomia squamula","RGM.564622",0
"NA NA","RGM.564622",0
"NA NA","RGM.564861",0
"Pecten complanatus","RGM.564861",0
"NA NA","RGM.564866",0
"Pecten complanatus","RGM.564866",0
"Heteranomia squamula","RGM.564968",0
"NA NA","RGM.564968",0
"Lucinella divaricata","RGM.565029",0
"NA NA","RGM.565029",0
"NA NA","RGM.565122",0
"Thyasira flexuosa","RGM.565122",0
"Diplodonta ","RGM.565144",0
"NA ","RGM.565144",0
"Diplodonta ","RGM.565145",0
"NA ","RGM.565145",0
"Diplodonta ","RGM.565178",0
"NA ","RGM.565178",0
"Hemilepton kautskyi","RGM.565206",0
"NA NA","RGM.565206",0
"Hemilepton kautskyi","RGM.565211",0
"NA NA","RGM.565211",0
"Hemilepton nitidum","RGM.565227",0
"NA NA","RGM.565227",0
"Kellia suborbicularis","RGM.565233",0
"NA NA","RGM.565233",0
"NA NA","RGM.565293",0
"Tellimya ferruginosa","RGM.565293",0
"Clausinella imbricata","RGM.566210",0
"NA NA","RGM.566210",0
"Clausinella imbricata","RGM.566211",0
"NA NA","RGM.566211",0
"Mysia lupinoides","RGM.566417",0
"NA NA","RGM.566417",0
"Mysia lupinoides","RGM.566418",0
"NA NA","RGM.566418",0
"Mysia lupinoides","RGM.566420",0
"NA NA","RGM.566420",0
"Panomya trapezoides","RGM.571082.a",0
"Panomya trapezoides","RGM.571083.a",0
"Panomya trapezoides","RGM.571085.a",0
"Panomya trapezoides","RGM.571092.a",0
"Panomya trapezoides","RGM.571095.a",0
"Cytheropteron exquisita","RGM.575525",0
"Cytheropteron tenuis","RGM.575544",0
"Darwinula leguminella","RGM.575557",0
"Darwinula oblonga","RGM.575558",0
"Hemicytherura euglyphea","RGM.575898",0
"Metacypris forbesi","RGM.576131",0
"Candona compressa","RGM.576931",0
"Cypridopsis ","RGM.576947",0
"Cytherois uffenardei","RGM.576958",0
"Cytherois ","RGM.576960",0
"Cytheropteron garganicum","RGM.576967",0
"Darwinula sterensoni","RGM.576974",0
"Hemicytherura defiorei","RGM.576985",0
"Heterocythereis albomaculata","RGM.576990",0
"Ilyocypris bradyi","RGM.576992",0
"Leptocythere bituberculata","RGM.576999",0
"Leptocythere legunae","RGM.577000",0
"Loxoconcha avellana","RGM.577014",0
"Loxoconcha turbida","RGM.577024",0
"Paracytherois mediterranea","RGM.577046",0
"Paracytherois striata","RGM.577047",0
"Paracytherois ","RGM.577048",0
"Paradoxostoma triste","RGM.577050",0
"Sclerochilus contortus","RGM.577088",0
"Sclerochilus ","RGM.577089",0
"Semicytherura alifera","RGM.577093",0
"Semicytherura brachyptera","RGM.577094",0
"Semicytherura sulcata","RGM.577108",0
"Lutra lutra","RGM.58182",0
"Solen ","RGM.58390",0
"Cypridopsis vidua","RGM.584813",0
"Cyprideis litoralis","RGM.584820",0
"Candona ","RGM.584837",0
"Arctica islandica","RGM.5849",0
"Cyprina nysti","RGM.5849",0
"Cyprina rotundata","RGM.5849",0
"Limnocythere ","RGM.585348",0
"Cytherois fischeri","RGM.585375",0
"Herpetocypris reptans","RGM.585392",0
"Semicytherura sella","RGM.585401",0
"Leptocythere pellucida","RGM.585419",0
"Paradoxostoma normani","RGM.585447",0
"Cytheromorpha fuscata","RGM.585455",0
"Cyprideis litoralis","RGM.585460",0
"Cyprideis litoralis","RGM.585814",0
"Cypria ophtalmica","RGM.597114",0
"Notodromas monachus","RGM.597118",0
"Darwinula stevensoni","RGM.597137",0
"Limnocythere inopinata","RGM.597143",0
"Cytheromorpha fuscata","RGM.597146",0
"Elofsonia pusilla","RGM.597148",0
"Microcythere ","RGM.597149",0
"Microcythere ","RGM.597150",0
"Microcythere ","RGM.597151",0
"Cytherois fischeri","RGM.597153",0
"Sclerochilus contortus","RGM.597154",0
"Cyclocypris ovum","RGM.597185",0
"Cypria ophtalmica","RGM.597186",0
"Cytherois fischeri","RGM.597202",0
"Cytheromorpha robertsoni","RGM.597205",0
"Darwinula stevensoni","RGM.597234",0
"Elofsonia baltica","RGM.597237",0
"Elofsonia pusilla","RGM.597238",0
"Heterocythereis albomaculata","RGM.597253",0
"Heterocythereis ","RGM.597254",0
"Leptocythere lacentosa","RGM.597267",0
"Leptocythere pellucida","RGM.597270",0
"Leptocythere pellucida","RGM.597272",0
"Limnocythere st. Patricii","RGM.597276",0
"Metacypris cordata","RGM.597283",0
"Microcythere ","RGM.597285",0
"Microcythere ","RGM.597286",0
"Microcythere ","RGM.597287",0
"Paracandona euplectella","RGM.597293",0
"Paracytherois flexuosa","RGM.597296",0
"Paracytherois arcuata","RGM.597298",0
"Paradoxostoma variable","RGM.597302",0
"Semicytherura nigrescens","RGM.597319",0
"Semicytherura similis","RGM.597320",0
"Amphiblestrum ringens","RGM.60542",0
"NA NA","RGM.606451",0
"Pomatias olivieri","RGM.606451",0
"Pyrgiscus apiciglobosus","RGM.607010",0
"Pyrgiscus apiciglobosus","RGM.607011",0
"Pyrgiscus dentatus","RGM.607014",0
"Pyrgiscus ","RGM.607016",0
"Pyrgiscus ","RGM.607019",0
"Borysthenia naticina","RGM.607281",0
"NA NA","RGM.607281",0
"Borysthenia goldfussiana","RGM.607282",0
"NA NA","RGM.607282",0
"Membranipora bipunctata","RGM.60740",0
"Membranipora turbata","RGM.60785",0
"Cea distans","RGM.60839",0
"Pyrgiscus ","RGM.608527",0
"Scrobicularia plana","RGM.608581",0
"Kurtiella bidentata","RGM.608655",0
"Ecrobia ventrosa","RGM.608685",0
"Cea distans","RGM.60869",0
"Scrobicularia plana","RGM.608763",0
"Venerupis senescens","RGM.608852",0
"Mya arenaria","RGM.608854",0
"Ecrobia ventrosa","RGM.608965",0
"Pholas dactylus","RGM.609039",0
"Arctica islandica","RGM.609077",0
"Cyprideis maxima","RGM.609207",0
"Candona neglecta","RGM.609213",0
"Cypris pubera","RGM.609214",0
"Eucypris virens","RGM.609218",0
"Cea distans","RGM.60922",0
"Eucypris virens","RGM.609224",0
"Ilyocypris gibba","RGM.609230",0
"Ilyocypris bradyi","RGM.609233",0
"Herpetocypris ","RGM.609236",0
"Darwinula dedayi","RGM.609246",0
"Herpetocypris miocenica","RGM.609247",0
"Candona bovei","RGM.609249",0
"Cypridopsis ignis","RGM.609308",0
"Cytheridea acuminata","RGM.609368",0
"Cyprideis salebrosa","RGM.609397",0
"Candonopsis arida","RGM.609528",0
"Cea distans","RGM.60957",0
"Cypris inaequalis","RGM.609570",0
"Cypris pubera","RGM.609571",0
"Cea distans","RGM.60960",0
"Cytheridea neapolitana","RGM.609647",0
"Cytheromorpha zinndorfi","RGM.609652",0
"Cytherura bambruggensis","RGM.609655",0
"Cytherura inversa","RGM.609656",0
"Eucypris sieberi","RGM.609664",0
"Hemicytherura videns","RGM.609692",0
"Hemicytherura videns","RGM.609694",0
"Mackenziella lagosensis","RGM.609749",0
"Paradoxostoma versicolor","RGM.609836",0
"Cea marssoni","RGM.60991",0
"Xestoleberis communis","RGM.610062",0
"Castor fiber","RGM.61946",0
"Clupea brouweri","RGM.624368",0
"Eschrichtius gibbosus","RGM.630",0
"Cervus sp.","RGM.630834",0
"Cervus sp.","RGM.630837",0
"Muntiacus muntjak","RGM.631402",0
"Gaidropsarus sp.","RGM.631887",0
"Arnoglossus sp.","RGM.631968",0
"Conger sp.","RGM.631989",0
"Lepidorhombus sp.","RGM.632294",0
"Capreolus capreolus","RGM.634504",0
"Capreolus capreolus","RGM.634527",0
"Dama mesopotamica","RGM.636541",0
"Dama mesopotamica","RGM.636543",0
"Dama mesopotamica","RGM.636557",0
"Dama mesopotamica","RGM.636572",0
"Dama mesopotamica","RGM.636591",0
"Dama mesopotamica","RGM.636684",0
"Dama mesopotamica","RGM.636691",0
"Dama mesopotamica","RGM.637077",0
"Dama mesopotamica","RGM.637176",0
"Dama mesopotamica","RGM.637186",0
"Felis pardus","RGM.637389",0
"Bison priscus","RGM.64964",0
"Balaena mysticetus","RGM.69421",0
"Abramis brama","RGM.69532",0
"Esox lucius","RGM.69535",0
"NA NA","RGM.7054",0
"Neaera inflata","RGM.7054",0
"Metis kehreri","RGM.7215",0
"NA NA","RGM.7328",0
"Roxania spolongensis","RGM.7328",0
"Serpula SP.","RGM.73315",0
"Lamna appendiculata","RGM.76896.G",0
"Lamna lata","RGM.76908.A",0
"Lamna serrata","RGM.76940.E",0
"Lamna serrata","RGM.76940.F",0
"Capreolus capreolus","RGM.770799",0
"NA NA","RGM.77420",0
"Pecten complanatus","RGM.77420",0
"Dosinia mastrichtiensis","RGM.78217",0
"Mytilopsis sallei","RGM.782641",0
"Gibbula cineraria","RGM.783115",0
"Gibbula kickkxii","RGM.783122",0
"Gibbula NA","RGM.783122",0
"Aporrhais pespelecani","RGM.783756",0
"Theora lata","RGM.784166",0
"Tellimya ","RGM.784192",0
"Theora lata","RGM.784194",0
"Corbicula gerthi","RGM.784213",0
"Mytilopsis sallei","RGM.785316",0
"Mytilopsis scripta","RGM.785400",0
"Mytilopsis sallei","RGM.785483",0
"Mytilopsis scripta","RGM.785485",0
"Capreolus capreolus","RGM.78632",0
"Turritella langkangensis","RGM.787831",0
"Panomya arctica","RGM.788571",0
"Roxania cylindrica","RGM.788812",0
"NA NA","RGM.793960",0
"Venerupis senescens","RGM.793960",0
"Bithynia graeca","RGM.794267",0
"Bithynia leachii","RGM.794375",0
"Neptunea angulata","RGM.794391",0
"Thorogobius iucundus","RGM.794408",0
"Thorogobius iucundus","RGM.794409",0
"Thorogobius iucundus","RGM.794410",0
"Thorogobius iucundus","RGM.794411",0
"Thorogobius iucundus","RGM.794413",0
"Neptunea antiqua","RGM.794445.b",0
"Neptunea lyratodespecta","RGM.794445.b",0
"Merluccius sp.","RGM.794885",0
"Argyrosomus sp.","RGM.795028",0
"Argyrosomus sp.","RGM.795031",0
"Trachurus sp.","RGM.795046",0
"Crystallogobius sp.","RGM.795052",0
"Crystallogobius sp.","RGM.795053",0
"Crystallogobius sp.","RGM.795054",0
"Crystallogobius sp.","RGM.795055",0
"Molva sp.","RGM.795153",0
"Argyrosomus hololepidotus","RGM.795506",0
"Argentina sp.","RGM.795800",0
"Argentina sp.","RGM.795801",0
"Buglossidium sp.","RGM.795832",0
"Lamna sp.","RGM.79599",0
"Merlangius occultus?","RGM.796000",0
"Boops boops","RGM.796034",0
"Dicentrarchus punctatus","RGM.796084",0
"Lepidorhombus whiffiagonis","RGM.796092",0
"Melanogrammus conjunctus","RGM.796105",0
"Dicentrarchus punctatus","RGM.796114",0
"Trachinus draco","RGM.796118",0
"Phrynorhombus sp.","RGM.796125",0
"Gadus sp.","RGM.796149",0
"Dicentrarchus punctatus","RGM.796154",0
"Eutrigla gurnardus","RGM.796160",0
"Gobiusculus sp.","RGM.796186",0
"Trisopterus minutus","RGM.796205",0
"Melanogrammus conjunctus","RGM.796237",0
"Dicentrarchus punctatus","RGM.796242",0
"Pagellus erythrinus","RGM.796243",0
"Arnoglossus sp.","RGM.796250",0
"Melanogrammus sp.","RGM.796264",0
"Merluccius merluccius","RGM.796265",0
"Argentina sp.","RGM.796273",0
"Melanogrammus sp.","RGM.796279",0
"Pegusa lascaris","RGM.796289",0
"Merlangius pseudaeglefinus","RGM.796429",0
"Pegusa lascaris","RGM.796487",0
"Merlangius sp. indet.","RGM.796745",0
"Trisopterus sp. indet.","RGM.796929",0
"Molva iizukai","RGM.796998",0
"Molva iizukai","RGM.797116",0
"Raniceps sp.","RGM.797313",0
"Phycis heini","RGM.797315",0
"Hygophum agatense","RGM.797375",0
"Hygophum agatense","RGM.797377",0
"Micromesistius planatus","RGM.797424",0
"Ciliata simplissima","RGM.797463",0
"Trachinus sp. indet.","RGM.797534",0
"Trachurus sp. indet.","RGM.797564",0
"Merluccius sp.","RGM.797657",0
"Merlangius sp. indet.","RGM.797856",0
"Ciliata sp. indet.","RGM.797858",0
"Argentina parvula","RGM.797908",0
"Phycis sp.","RGM.797919",0
"Gymnammodytes arnoldmuelleri","RGM.797993",0
"Gymnammodytes arnoldmuelleri","RGM.797995",0
"Argentina parvula","RGM.798026",0
"Melanogrammus sp.","RGM.798674",0
"Gaidropsarus sp.","RGM.798677",0
"Trachurus sp.","RGM.798713",0
"Arnoglossus laterna","RGM.798822",0
"Dicentrarchus sp.","RGM.798907",0
"Phycis tenuis","RGM.799354",0
"Gobiusculus verus","RGM.799372",0
"Merluccius merluccius","RGM.799375",0
"Gobiusculus verus","RGM.799443",0
"Phrynorhombus medius","RGM.799444",0
"Echiodon heinzelini","RGM.799494",0
"Raniceps tuberculosus","RGM.799505",0
"Abra bosquet","RGM.799673",0
"Pseudamussium limatum","RGM.799756",0
"Lucinoma borealis","RGM.799761",0
"Lucinoma borealis","RGM.799762",0
"Goodallia pygmaea","RGM.800326",0
"Abra bosqueti","RGM.800345",0
"Cuspidaria rostrata","RGM.800465",0
"Modiolula pygmaea","RGM.800873",0
"Callisto beyrichi","RGM.801126",0
"Arctica islandica","RGM.801498",0
"Sphenia abscisa","RGM.801509",0
"Spirorbis ","RGM.801804",0
"Pseudamussium lilli","RGM.801842",0
"Pododesmus squamula","RGM.801847",0
"Cochlodesma praetenue","RGM.802626",0
"Lepton transversarium","RGM.802776",0
"Cochlodesma praetenue","RGM.803045",0
"Goodallia pygmaea","RGM.803155",0
"Thracia corrugata","RGM.803482",0
"Anomia tenuistriata","RGM.803743",0
"Heteranomia squamula","RGM.803820",0
"Pododesmus squamula","RGM.803820",0
"Gouldia minima","RGM.803821",0
"Chamelea gallina","RGM.803822",0
"Mesostoma cancellaroides","RGM.803932",0
"Neaera victoriae","RGM.804155",0
"Elenchus lamarcki","RGM.805053",0
"Corbula ","RGM.805302",0
"Elenchus lamarcki","RGM.806529",0
"Mytilus ","RGM.807012",0
"Abra ","RGM.807091",0
"Corbula gibba","RGM.807129",0
"Spisula ","RGM.807154",0
"Balanus ","RGM.807371",0
"Abra fragilis","RGM.807425",0
"Cuspidaria ","RGM.807526",0
"Corbicula semistriata","RGM.807656",0
"Bittium undulosum","RGM.807775",0
"Retusa conoidea","RGM.807952",0
"Modiolula phaseolina","RGM.807994",0
"Cylichna ","RGM.808052",0
"Retusa ","RGM.808052",0
"Astarte obliquata","RGM.808063",0
"Astarte incerta","RGM.808082",0
"Cuspidaria cuspidata","RGM.808127",0
"Neaera obesa","RGM.808987",0
"Yoldia semistriata","RGM.809715",0
"Gari fervensis","RGM.809940",0
"Yoldia bronni","RGM.810043",0
"Odostomia ","RGM.810527",0
"Columella Columella","RGM.811777",0
"Clava escheri","RGM.811930",0
"Clava escheri","RGM.811938",0
"Clava jonkeri","RGM.811943",0
"Clava jonkeri","RGM.811972",0
"Clava pfefferi","RGM.812638",0
"Clava karangenik","RGM.812641",0
"Clava rubus","RGM.812649",0
"Clava karangense","RGM.812651",0
"Barnea candida","RGM.812838",0
"Turritella tricarinata","RGM.812931",0
"Calyptraea chinensis","RGM.812984",0
"Panomya arctica","RGM.813172",0
"Mya truncata","RGM.813174",0
"Argyrosomus holsaticus","RGM.813660",0
"Phycis simplex","RGM.813690",0
"Merlangius merlangus","RGM.813742",0
"Raniceps tuberculosus","RGM.813769",0
"Phoca sp.","RGM.815993",0
"Phoca sp.","RGM.816016",0
"Phoca sp.","RGM.816021",0
"Trachurus sp.","RGM.816429",0
"Pomatoschistus rueckertae","RGM.816536",0
"Thorogobius iucundus","RGM.816540",0
"Thorogobius iucundus","RGM.816541",0
"Thorogobius iucundus","RGM.816543",0
"Thorogobius iucundus","RGM.816544",0
"Thorogobius iucundus","RGM.816545",0
"Buglossidium frequens","RGM.816550",0
"Triphosa ","RGM.820181",0
"Corbula tjiguhanensis","RGM.820759",0
"Corbula ","RGM.822405",0
"Corbula gibba","RGM.826234",0
"Spisula triangulata","RGM.826577",0
"Rissoa ","RGM.826591",0
"Odostomia ","RGM.826623",0
"Colus ","RGM.826688",0
"Thracia ","RGM.826747",0
"Rissoa curticostata","RGM.826757",0
"Nucula ","RGM.826795",0
"Helictes benecki","RGM.829948",0
"Alexenia gratiosa","RGM.834854",0
"Leptopus NA","RGM.834854",0
"Polydora ciliata","RGM.844144",0
"Membranipora velamen","RGM.845338",0
"Siphona tubulosa","RGM.846751",0
"Perforatus semistriatus","RGM.847117",0
"Perforatus substriatus","RGM.847122",0
"Euspira staringi","RGM.85419",0
"Esox lucius","RGM.86301",0
"Megaptera affinis","RGM.86431",0
"Balaena primigenius","RGM.86437",0
"Physeter macrocephalus","RGM.86461",0
"Balaena mysticetus","RGM.86462",0
"Balaena sp.","RGM.86498",0
"Canis familiaris","RGM.86809",0
"Lepus europaeus","RGM.87488",0
"Limulus polyphemus","RGM.879433",0
"Alaria subpunctata","RGM.882408",0
"Oxyloma atavum","RGM.891771",0
"Acteon graciliratus","RGM.891948",0
"Echinus esculentus","RGM.891999",0
"Pleurophorus dubius","RGM.892970",0
"Ceromya excentrica","RGM.898078",0
"Ceromya madagascariensis","RGM.899217",0
"Rotaria schroeteriana","RGM.901166",0
