synonym_id,species_id,synonym_name,identification_reference
502,4135,Bledius bicornis,"Herman, 1986"
503,4135,Bledius dama,"Motschulsky, 1858"
504,4158,Bledius spectabilis,"Lohse, 1978"
505,4166,Blennocampa pusilla,"Klug, 1816"
506,4169,Blepharipa scutellata,"Robineau-Desvoidy, 1830"
507,4176,Abramis bjoerkna,"Linnaeus, 1758"
508,4177,Glycyphagus tjibodas,"Oudemans, 1910"
509,4179,Blondelia agilis,"Meigen, 1824"
510,4179,Blondelia machairiopsis,"Brauer & von Bergenstamm, 1889"
511,4183,Boccardia ligerica,"Ferronière, 1898"
512,4184,Boccardia redekei,"Horst, 1920"
513,4214,Boletochara bella,"Märkel, 1844"
514,4222,Bolitophila fusca,"Meigen, 1818"
515,4229,Bolopus rectinervis,"Van der Wulp, 1868"
516,4232,Clossiana euphrosyne,"Linnaeus, 1758"
517,4256,Bombus agrorum,"Fabricius, 1787"
518,4269,Bombus equestris,"Thomspon, 1872"
519,4280,Bombylius fugax,"Wiedemann, 1820"
520,4280,Bombylius vulpinus,"Wiedemann, 1820"
521,4284,Megastigmus dorsalis,"Fabricius, 1798"
522,4296,Borophaga flavimana,"Meigen, 1830"
523,4297,Borophaga okellyi,"Schmitz, 1937"
524,4304,Bostrichoplites cornutus,"Olivier, 1790"
525,4305,Bostrychopsis paralella,"Lesne, 1895"
526,4309,Botanophila humerella,"Zetterstedt, 1845"
527,4309,Botanophila lactucae,"Bouché, 1834"
528,4312,Botanophila cinerea,"Fallén, 1824"
529,4313,Botanophila lineata,"Stein, 1914"
530,4314,Botanophila discreta,"Meigen, 1826"
531,4318,Bothria pascuorum,"Rondani, 1859"
532,4326,Baeocharis flavoscutatus,"Six, 1876"
533,4329,Chromoderus affinis,"Schrank, 1781"
534,4331,Botrylloides leachi,"Savigny, 1816"
535,4334,Archiearis notha,"Hübner, 1803"
536,4339,Bourletiella lutea,"Lubbock, 1868"
537,4340,Bourletiella signata,"Linnaniemi, 1912"
538,4351,Brachicoma bombivora,"Van der Wulp, 1869"
539,4354,Brachyneura squamigera,"Winnertz, 1853"
540,4371,Rhophalus tigrinus,"Schilling, 1829"
541,4384,Oligoplectrum maculatum,"Fourcroy, 1785"
542,4390,Brachychthonius helveticus,"Schweizer, 1956"
543,4406,Brachygluta haemoptera,"Aubé, 1844"
544,4408,Brachygluta haematica,"Raffray, 1904"
545,4409,Brachygluta haematica,"Aubé, 1833"
546,4410,Brachygluta simplex,"Waterhouse, 1862"
547,4411,Brachyiulus littoralis,"Verhoeff, 1898"
548,4418,Brachymeria femorata,"Dalman, 1820"
549,4420,Brachymeria minuta,"Dalman, 1820"
550,4437,Brachypalpus bimaculatus,"Macquart, 1829"
551,4437,Brachypalpus meigeni,"Schiner, 1857"
552,4440,Hypera dauci,"Olivier, 1807"
553,4441,Hypera zoilus,"Scopoli, 1763"
554,4443,Axonopsis gracilis,"Piersig, 1903"
555,4460,Odostomia eulimoides,"Hanley, 1844"
556,4461,Odostomia scalaris,"MacGillivray, 1843"
557,4536,Bradycellus sharpii,"Joy, 1912"
558,4541,Bradysia wendalinae,"Van Bruggen, 1954"
559,4542,Bradysia procera,"Mohrig & Menzel, 1990"
560,4543,Bradysia rufiventris,"Macquart, 1834"
561,4545,Bradysia bruunipes,"Meigen, 1804"
562,4545,Bradysia umbratica,"Zetterstedt, 1851"
563,4548,Bradysia paupera,"Tuomikoski, 1960"
564,4550,Bradysia giraudi,"Schiner, 1864"
565,4552,Bradysia fucata,"Meigen, 1818"
566,4552,Bradysia fuscata,"Meigen, 1818"
567,4553,Bradysia aprilina,"Meigen, 1818"
568,4553,Bradysia fenestrata,"Meigen, 1818"
569,4553,Bradysia scatopsoides,"Meigen, 1818"
570,4555,Bradysia prothalliorum,"De Meijere, 1946"
571,4578,Dasychone bombyx,"Dalyell, 1853"
572,4600,Brevicornu caudata,"Winnertz, 1863"
573,4601,Brevicornu cinereum,"Lundström, 1911"
574,4602,Brevicornu amoena,"Winnertz, 1863"
575,4605,Brevipalpus inornatus,"Baker, 1945"
576,4609,Brillia modesta,"Meigen, 1830"
577,4610,Brillia flavifrons,"Johannsen, 1905"
578,4612,Talorchestia brito,"Stebbing, 1891"
579,4614,Brontaea impedita,"Pandellé, 1898"
580,4677,Bryodema tuberculata,"Fabricius, 1775"
581,4691,Cryphia domestica,"Hufnagel, 1766"
582,4692,Cryphia raptricula,"Denis & Schiffermüller, 1775"
583,4706,Bubo scandiaca,"Linnaeus, 1758"
584,4706,Nyctea scandiaca,"Linnaeus, 1758"
585,4734,Bufo viridis,"Laurenti, 1768"
586,4734,Pseudepidalea viridis,"Laurenti, 1768"
587,4738,Bugula avicularia,"Linnaeus, 1758"
588,4740,Bugula simplex,"Hincks, 1886"
589,4741,Bugula stolonifera,"Ryland, 1960"
590,4742,Bugula turbinata,"Alder, 1857"
591,4754,Buprestis impedita,"Say, 1833"
592,4763,Buzkoiana capnodactylus,"Zeller, 1841"
593,4784,Bythinus burrelli,"Denny, 1825"
594,4786,Bolbobythus securiger,"Reichenbach, 1816"
595,4823,Cacoxenus cincta,"Rondani, 1856"
596,4838,Caenis dimidiata,"Stephens, 1835"
597,4840,Caenis moesta,"Bengtsson, 1917"
598,4841,Caenis halterata,"Fabricius, 1777"
599,4845,Caenis incus,"Bengtsson, 1912"
600,4852,Caenoplana bicolor,"Graff, 1899"
601,4884,Calermaeus monilipes,"Michael, 1882"
602,4892,Limicola falcinellus,"Pontoppidan, 1763"
603,4895,Micropalama himantopus,"Bonaparte, 1826"
604,4900,Philomachus pugnax,"Linnaeus, 1758"
605,4904,Tryngites subruficollis,"Vieillot, 1819"
606,4931,Callicera bertolonii,"Rondani, 1857"
607,4932,Callicera yerburyi,"Verrall, 1904"
608,4955,Calliostoma conuloides,"Lamarck, 1822"
609,4958,Calliphora erythrocephala,"Meigen, 1826"
610,4965,Calosoma reticulatum,"Fabricius, 1787"
611,4985,Callosobruchus ornatus,"Boheman, 1829"
612,4985,Callosobruchus quadrimaculatus,"Fabricius, 1792"
613,5001,Calonectris diomedea,"Scopoli, 1769"
614,5022,Calosoma maderae,"Herbst, 1784"
615,5035,Calycomyza bellidis,"Kaltenbach, 1873"
616,5035,Calycomyza humerella,"von Roser, 1840"
617,5040,Calythea albicincta,"Fallén, 1825"
618,5043,Camarota flavitarsis,"Meigen, 1830"
619,5051,Camisia exuvialis,"Grandjean, 1939"
620,5052,Camisia fischeri,"Oudemans, 1900"
621,5053,Nothrus bistriatus,"Koch, 1839"
622,5053,Nothrus mutilus,"Koch, 1839"
623,5053,Nothrus rugulosus,"Banks, 1895"
624,5053,Nothrus runcinatus,"Koch, 1839"
625,5053,Nothrus sinuatus,"Koch, 1839"
626,5055,Nothrus bicarinatus,"Koch, 1839"
627,5055,Nothrus excisus,"Banks, 1895"
628,5055,Nothrus rostratus,"Koch, 1839"
629,5055,Nothrus ventricosus,"Koch, 1839"
630,5056,Nothrus taurinus,"Banks, 1906"
631,5064,Campichoeta basalis,"Meigen, 1830"
632,5065,Campiglossa parvula,"Loew, 1862"
633,5068,Campiglossa lhommei,"Hering, 1936"
634,5106,Campoletis erythropus,"Thomson, 1887"
635,5135,Campoplex rufnator,"Aubert, 1971"
636,5136,Campsicnemus pictipennis,"Boheman, 1853"
637,5137,Campsicnemus pectinifer,"De Meijere, 1907"
638,5146,Campsicnemus pectinulatus,"Loew, 1864"
639,5152,Camptocladius byssina,"Schrank, 1803"
640,5170,Campylomyza aceris,"Meigen, 1818"
641,5170,Campylomyza aequalis,"Winnertz, 1870"
642,5170,Campylomyza edwardsi,"Nijveldt, 1959"
643,5170,Campylomyza fuscipes,"Meigen, 1830"
644,5194,Cantharis fulvicollis,"Fabricius, 1792"
645,5198,Cantharis thoracica,"Olivier, 1790"
646,5201,Cantharis albomarginata,"Märkel, 1852"
647,5213,Symbiotes tripilis,"Michael, 1889"
648,5227,Capitomastus minima,"Langerhans, 1881"
649,5257,Carabodes vermiculatus,"Berlese, 1916"
650,5257,Cepheus heimi,"Oudemans, 1903"
651,5258,Cepheus minutus,"Oudemans, 1896"
652,5259,Carabodes forsslundi,"Sellnick, 1953"
653,5261,Carabodes minusculus,"Berlese, 1923"
654,5261,Carabodes tennuis,"Forsslund, 1953"
655,5279,Paradrina clavipalpis,"Scopoli, 1763"
656,5280,Eremodrina gilva,"Donzel, 1837"
657,5281,Platyperigia kadenii,"Freyer, 1836"
658,5283,Paradrina selini,"Boisduval, 1840"
659,5284,Carassius auratus,"Linnaeus, 1758"
660,5286,Carassius auratus,"Bloch, 1783"
661,5294,Carcelia cheloniae,"Rondani, 1859"
662,5298,Carcelia palpalis,"Villeneuve, 1907"
663,5346,Trogophloeus heidenreichi,"Benick, 1934"
664,5361,Uragus sibiricus,"Pallas, 1773"
665,5362,Acarus lactis,"Linnaeus, 1767"
666,5368,Carpophilus immaculatus,"Lucas, 1846"
667,5379,Pachymerus gonager,"Fabricius, 1798"
668,5387,Caryocolum marmoreum,"Haworth, 1828"
669,5388,Caryocolum proxima,"Haworth, 1828"
670,5398,Bourletiella pruinosa,"Tullberg, 1871"
671,5422,Apion curtulum,"Desbrochers, 1870"
672,5444,Catocha crassitarsis,"Van der Wulp, 1874"
673,5457,Apocatops nigrita,"Erichson, 1837"
674,5461,Fissocatops westi,"Krogerus, 1931"
675,5470,Amphorina aurantiaca,"Loman, 1893"
676,5470,Cuthona gymnota,"Couthouy, 1838"
677,5470,Tenellia gymnota,"Couthouy, 1838"
678,5470,Trinchesia gymnota,"Couthouy, 1838"
679,5483,Stechelodiplosis magna,"Möhn, 1955"
680,5483,Stelechodiplosis magna,"Möhn, 1955"
681,5494,Phytoptus ribis,"Nalepa, 1893"
682,5502,Hirundo daurica,"Linnaeus, 1771"
683,5513,Celtodoryx girardae,"Perez, Perrin, Carteron, Vacelet & Boury-Esnault, 2006"
684,5527,Brevipalpus geisenheyneri,"Pritchard & Baker, 1958"
685,5527,Tenuipalpus oudemansi,"Geijskes, 1939"
686,5543,Centromerus aequalis,"Koch, 1841"
687,5556,Centroptilum diaphanum,"Müller, 1776"
688,5565,Cephalcia fallenii,"Dalman, 1832"
689,5572,Cephalia nigripes,"Meigen, 1826"
690,5604,Cephalops flavipes,"Meigen, 1824"
691,5604,Cephalops pratorum,"Fallén, 1816"
692,5622,Cephenemyia stimulatrix,"Rondani, 1857"
693,5632,Cephus cultratus,"Eversmann, 1847"
694,5635,Ceraclea alboguttata,"Hagen, 1860"
695,5659,Cerastoderma lamarcki,"Reeve, 1845"
696,5661,Apion alliariae,"Herbst, 1797"
697,5672,Ceratitis citriperda,"MacLeay, 1829"
698,5677,Hippodamia undecimnotata,"Schneider, 1792"
699,5702,Ceratopogon candidatus,"Winnertz, 1852"
700,5703,Ceratoppia herculeana,"Berlese, 1908"
701,5728,Erythropygia galactotes,"Temminck, 1820"
702,5742,Cercyon atricapillus,"Marsham, 1802"
703,5758,Cerianthus lloydi,"Gosse, 1859"
704,5779,Cerodontha semiposticata,"Hendel, 1920"
705,5787,Cerodontha acuticornis,"Meigen, 1830"
706,5787,Cerodontha nigriscutellata,"Strobl, 1900"
707,5790,Cerodontha spinicornis,"Macquart, 1835"
708,5794,Cerodontha ircos,"Goureau, 1851"
709,5794,Cerodontha ireos,"Robineau-Desvoidy, 1851"
710,5797,Cerodontha effusi,"Karl, 1926"
711,5812,Cerophagus boborum,"Oudemans, 1902"
712,5812,Cerophagus gracilis,"Vitzthum, 1912"
713,5812,Glycyphagus bomborum,"Oudemans, 1902"
714,5822,Cerotelion laticornis,"Meigen, 1818"
715,5822,Cerotelion lineatum,"Fabricius, 1775"
716,5839,Cetema nudipes,"Loew, 1866"
717,5848,Ceutorhynchus pleurostigma,"Marsham, 1802"
718,5851,Ceutorhynchus chalibaeus,"Germar, 1824"
719,5878,Ceutorhynchus floralis,"Paykull, 1792"
720,5905,Chaetocnema mannerheimi,"Gyllenhal, 1827"
721,5906,Chaetocnema laevicollis,"Thomson, 1866"
722,5907,Chaetocnema sahlbergi,"Gyllenhal, 1827"
723,5910,Trichodactylus osmiae,"Dufour, 1839"
724,5927,Chaetopleurophora nigrodorsata,"Strobl, 1910"
725,5935,Chaetoperus variopedatus,"Cuvier, 1827"
726,5943,Chaetostomella onotrophes,"Loew, 1846"
727,5973,Chalcis clavipes,"Fabricius, 1787"
728,5974,Lestes viridis,"Vander Linden, 1825"
729,5979,Chalcosyrphus femoratus,"Linnaeus, 1758"
730,5980,Haliclona loosanoffi,"Hartman, 1958"
731,5984,Chamaemyia maritima,"Zetterstedt, 1846"
732,6011,Chamobates incisus,"Van der Hammen, 1952"
733,6011,Notaspis cuspidata,"Trägårdh, 1902"
734,6015,Oribata lapidaria,"Lucas, 1849"
735,6015,Oribata omissa,"Warburton & Pearce, 1905"
736,6017,Chaoborus fusca,"Staeger, 1839"
737,6017,Chaoborus plumicornis,"Fabricius, 1794"
738,6027,Rusina ferruginea,"Esper, 1785"
739,6033,Erythraeus singularis,"Oudemans, 1910"
740,6047,Pterolichus securiger,"Robin, 1877"
741,6049,Cerchysius stigmaticalis,"Westwood, 1832"
742,6057,Cheilosia sparsa,"Loew, 1837"
743,6058,Cheilosia honesta,"Rondani, 1868"
744,6076,Cheilosia latifacies,"Loew, 1857"
745,6077,Cheilosia intonsa,"Loew, 1857"
746,6078,Cheilosia omissa,"Becker, 1894"
747,6081,Cheilosia ruralis,"Meigen, 1822"
748,6090,Cheilosia rufipes,"Preyssler, 1793"
749,6091,Cheilosia praecox,"Zetterstedt, 1843"
750,6092,Cheilosia argentifrons,"Hellén, 1914"
751,6095,Cheilosia rotundiventris,"Becker, 1894"
752,6095,Cheilosia ruficollis,"Becker, 1894"
753,6096,Cheilosia nasutula,"Becker, 1894"
754,6098,Cheilotrichia nubila,"Schummel, 1829"
755,6108,Cheirocratus sundevallii,"Rathke, 1843"
756,6109,Cheiropachus bimaculatus,"Spinola, 1811"
757,6109,Cheiropachus maculipennis,"Curtis, 1827"
758,6111,Episeius montanus,"Willmann, 1949"
759,6111,Sejus borealis,"Berlese, 1904"
760,6112,Sejus cassiteridum,"Evans & Hyatt, 1960"
761,6113,Episeius ovaspini,"Schweizer, 1949"
762,6113,Lasioseius glaber,"Halbert, 1923"
763,6114,Episejus longipes,"Willmann, 1951"
764,6115,Hypoaspis necorniger,"Oudemans, 1903"
765,6115,Platyseius insculptus,"Bernhard, 1963"
766,6116,Paraseius serratus,"Halbert, 1915"
767,6117,Acarus tendens,"Schrank, 1803"
768,6117,Platyseius tendens,"Schrank, 1803"
769,6118,Seius unguiculatus,"Berlese, 1887"
770,6119,Epicrius corniger,"Berlese, 1891"
771,6119,Episeiella heteropoda,"Willmann, 1938"
772,6119,Sejus viduus,"Koch, 1839"
773,6121,Corophium curvispinum,"Sars, 1895"
774,6124,Aspitrigla cuculus,"Linnaeus, 1758"
775,6125,Trigloporus lastoviza,"Bonnaterre, 1788"
776,6126,Trigla lucerna,"Linnaeus, 1758"
777,6140,Liza aurata,"Risso, 1810"
778,6142,Liza ramada,"Risso, 1826"
779,6172,Chelostoma fuliginosum,"Panzer, 1798"
780,6189,Chetogena glabriventris,"Van der Wulp, 1869"
781,6232,Chironomus absconditus,"Kieffer, 1926"
782,6235,Chironomus nigricans,"Goetghebuer, 1927"
783,6235,Chironomus rusticus,"Meigen, 1838"
784,6238,Chironomus nigroviridis,"Macquart, 1834"
785,6238,Chironomus viridicollis,"Van der Wulp, 1859"
786,6245,Chironomus tricolor,"Van der Wulp, 1874"
787,6257,Chironomus niveipennis,"Fabricius, 1805"
788,6257,Chironomus obscurus,"Zetterstedt, 1838"
789,6258,Chironomus annularis,"De Geer, 1776"
790,6258,Chironomus ferrugineovittatus,"Zetterstedt, 1850"
791,6258,Chironomus flaveolus,"Meigen, 1818"
792,6258,Chironomus grandis,"Meigen, 1818"
793,6259,Chironomus intermedius,"Staeger, 1839"
794,6262,Chironomus grisescens,"Goetghebuer, 1921"
795,6262,Chironomus thummi,"Kieffer, 1911"
796,6266,Chironomus vernalis,"Meigen, 1804"
797,6272,Leptometopa broersei,"de Meijere, 1946"
798,6274,Chirosia signata,"Brischke, 1888"
799,6297,Chlidonias hybridus,"Pallas, 1811"
800,6309,Carduelis chloris,"Linnaeus, 1758"
801,6338,Chlorops scholtzii,"Egger, 1862"
802,6344,Chlorops brevimanus,"Loew, 1866"
803,6349,Chlorops lineatus,"Fabricius, 1781"
804,6349,Chlorops taeniopus,"Meigen, 1830"
805,6353,Chlorops didymus,"Zetterstedt, 1848"
806,6356,Chlorops cingulatus,"Meigen, 1830"
807,6363,Choerades ignea,"Meigen, 1820"
808,6364,Choerades dioctriaeformis,"Meigen, 1820"
809,6365,Apanteles adjunctus,"Nees, 1834"
810,6366,Apanteles arene,"Nixon, 1973"
811,6367,Apanteles dorsalis,"Spinola, 1808"
812,6368,Apanteles gielisi,"Van Achterberg, 2002"
813,6369,Apanteles parasitellae,"Bouché, 1834"
814,6370,Apanteles ruficornis,"Nees, 1834"
815,6371,Apanteles tedellae,"Nixon, 1961"
816,6372,Apanteles validus,"Thomson, 1895"
817,6386,Choleva sturmi,"Brisout, 1863"
818,6398,Deporaus tristis,"Fabricius, 1794"
819,6447,Chorioptes ovis,"Railliet, 1893"
820,6447,Sarcoptes bovis,"Hering, 1845"
821,6468,Larus philadelphia,"Ord, 1815"
822,6469,Larus ridibundus,"Linnaeus, 1766"
823,6478,Chromatomyia harlemensis,"Weyenbergh, 1871"
824,6478,Chromatomyia xylostei,"Kaltenbach, 1862"
825,6479,Chromatomyia jacobaeae,"De Meijere, 1924"
826,6492,Chrysanthia nigricornis,"Westhoff, 1881"
827,6505,Chrysis ignita,"B Linsenmaier, 1959"
828,6506,Chrysis bicolor,"Wesmael, 1839"
829,6508,Chrysis ignita,"Schenck, 1856"
830,6520,Chrysis ignita,"Linsenmaier, 1968"
831,6520,Chrysis ignita,"Linsemaier, 1959"
832,6523,Chrysis ignita,"A Linsemaier, 1959"
833,6524,Chrysis rutiliventris,"Linsenmaier, 1959"
834,6551,Chrysocharis naenia,"Walker, 1839"
835,6557,Chrysocharis palustris,"Goureau, 1851"
836,6560,Chrysocharis chilo,"Walker, 1839"
837,6564,Chrysocharis melaenis,"Walker, 1839"
838,6572,Chrysogaster chalybeata,"Meigen, 1822"
839,6598,Chrysolina hemisphaerica,"Germar, 1817"
840,6600,Chrysolina marginalis,"Duftschmidt, 1825"
841,6602,Chrysolina diversipes,"Bedel, 1892"
842,6628,Chrysopilus aureus,"Meigen, 1804"
843,6628,Chrysopilus diadema,"Linnaeus, 1767"
844,6629,Chrysopilus auratus,"Fabricius, 1805"
845,6635,Chrysops coecutiens,"Linnaeus, 1758"
846,6638,Chrysops maurus,"Siebke, 1864"
847,6638,Chrysops sepulchralis,"Fabricius, 1794"
848,6639,Chrysops pictus,"Meigen, 1820"
849,6639,Chrysops quadratus,"Meigen, 1820"
850,6642,Chrysotimus concinnus,"Zetterstedt, 1843"
851,6643,Chrysotimus laetus,"Meigen, 1824"
852,6644,Chrysotoxum fasciatum,"Müller, 1764"
853,6645,Chrysotoxum tricinctum,"Rondani, 1845"
854,6659,Chrysotus angulicomis,"Kowarz, 1874"
855,6659,Chrysotus copiosus,"Meigen, 1824"
856,6659,Chrysotus microcerus,"Kowarz, 1874"
857,6659,Chrysotus varians,"Kowarz, 1874"
858,6660,Chrysotus enderleini,"Parent, 1938"
859,6662,Chrysotus viridifemoratus,"von Roser, 1840"
860,6664,Chrysotus kowarzi,"Lundbeck, 1912"
861,6697,Chyromya lutea,"Fallén, 1820"
862,6720,Leucoparyphus silphoides,"Linnaeus, 1767"
863,6725,Notaspis cassideus,"Hermann, 1804"
864,6732,Palaeocimbex quadrimaculatus,"Müller, 1766"
865,6767,Bellamya chinensis,"Gray, 1834"
866,6784,Cirrospilus subviolaceus,"Thomson, 1878"
867,6791,Orthocis festivus,"Panzer, 1793"
868,6792,Cis castaneus,"Mellié, 1848"
869,6794,Cis hispidus,"Paykull, 1798"
870,6796,Orthocis pygmaeus,"Marsham, 1802"
871,6799,Orthocis vestitus,"Mellié, 1848"
872,6800,Cis setiger,"Mellié, 1848"
873,6813,Cladardis semicincta,"Hartig, 1837"
874,6814,Priophorus brullei,"Dahlbom, 1835"
875,6814,Priophorus morio,"Lepeletier, 1923"
876,6815,Cladius pallipes,"Serville, 1823"
877,6815,Priophorus pallipes,"Serville, 1823"
878,6816,Trichiocampus grandis,"Serville, 1823"
879,6816,Trichiocampus viminalis,"Fallén, 1808"
880,6818,Trichiocampus pilicornis,"Curtis, 1833"
881,6819,Priophorus rufipes,"Serville, 1823"
882,6820,Trichiocampus ulmi,"Linnaeus, 1758"
883,6822,Cladopelma bicarinata,"Brundin, 1947"
884,6827,Cladopelma viridula,"Linnaeus, 1767"
885,6855,Claremontia confusa,"Konow, 1886"
886,6862,Claspettomyia montana,"Mamaev, 1965"
887,6889,Perilampus violaceus,"Dalman, 1820"
888,6890,Miarus dulcinasutus,"Kangas, 1976"
889,6891,Miarus graminis,"Gyllenhal, 1813"
890,6892,Miarus micros,"Germar, 1821"
891,6893,Miarus plantarum,"Germar, 1824"
892,6909,Pseudoclerops mutillarius,"Fabricius, 1775"
893,6919,Clinodiplosis biorrhizae,"Kieffer, 1909"
894,6919,Clinodiplosis coriscii,"Kieffer, 1896"
895,6919,Clinodiplosis gallicola,"Rübsaamen, 1911"
896,6919,Clinodiplosis lathyri,"Rübsaamen, 1917"
897,6919,Clinodiplosis pisicola,"Barnes, 1928"
898,6919,Clinodiplosis rosiperda,"Rübsaamen, 1892"
899,6926,Eudorylas ruralis,"Meigen, 1824"
900,6930,Clitellaria thoracica,"Latreille, 1804"
901,6936,Cloeon cognatum,"Stephens, 1835"
902,6936,Cloeon dimidiatum,"Curtis, 1834"
903,6936,Cloeon inscriptum,"Bengtsson, 1914"
904,6937,Cloeon praetextum,"Bengtsson, 1914"
905,6937,Cloeon schoenemundi,"Bengtsson, 1936"
906,6953,Clubiona coerulescens,"Koch, 1867"
907,6982,Clusiodes facialis,"Collin, 1953"
908,6986,Sacium pusillum,"Gyllenhal, 1810"
909,7008,Cnodacophora adusta,"Loew, 1870"
910,7022,Coccopsis marginata,"De Meijere, 1901"
911,7022,Holoneurus marginatus,"De Meijere, 1901"
912,7024,Cocotrypes dactyliperda,"Fabricius, 1801"
913,7049,Codonium prolifera,"Forbes, 1848"
914,7049,Coryne prolifera,"Forbes, 1848"
915,7049,Sarsia prolifera,"Forbes, 1848"
916,7051,Sinella tenebricosa,"Folsom, 1902"
917,7082,Coeliodes dryados,"Gmelin, 1790"
918,7084,Coeliodes erythroleucos,"Gmelin, 1790"
919,7086,Coeliodes nigritarsis,"Hartmann, 1895"
920,7087,Coeliodes rubicundus,"Herbst, 1795"
921,7091,Coelioxys quadridentata,"Linnaeus, 1758"
922,7092,Coelioxys vectis,"Curtis, 1831"
923,7106,Coelosia silvatica,"Landrock, 1918"
924,7112,Coenagrion vernale,"Hagen, 1839"
925,7127,Coenosia nigra,"Meigen, 1826"
926,7128,Coenosia nigrimana,"Meigen, 1826"
927,7129,Coenosia salinarum,"Stein, 1897"
928,7135,Coenosia geniculata,"Fallén, 1825"
929,7136,Coenosia albatella,"Zetterstedt, 1849"
930,7137,Coenosia nana,"Zetterstedt, 1845"
931,7141,Coenosia nemoralis,"Meigen, 1826"
932,7142,Coenosia decipiens,"Meigen, 1826"
933,7147,Coenosia murina,"Meigen, 1826"
934,7149,Coenosia tricolor,"Zetterstedt, 1846"
935,7152,Colaphus sophiae,"Schaller, 1783"
936,7160,Hypoaspis celeripediformis,"Oudemans, 1902"
937,7172,Coleophora anatipennella,"Hübner, 1796"
938,7172,Coleophora bernoulliella,"Goeze, 1783"
939,7224,Coleophora virgaureae,"Stainton, 1857"
940,7267,Coleopterophagus cetoniae,"Oudemans, 1923"
941,7267,Dermoglyphus megninii,"Berlese, 1881"
942,7267,Dermoleichus chrysomelinus,"Koch, 1841"
943,7269,Colias australis,"Verity, 1911"
944,7271,Colias croceus,"Fourcroy, 1785"
945,7303,Camponotus truncatus,"Spinola, 1808"
946,7334,Aquiligogus buteonis,"Eichler, 1954"
947,7334,Aquiligogus nanus,"Piaget, 1890"
948,7374,Autogneta willmanni,"Dyrdowska, 1929"
949,7374,Conchogneta willmanni,"Dyrdowska, 1929"
950,7374,Parachipteria willmanni,"Drydowska, 1929"
951,7375,Spilonota signatipennis,"Boheman, 1854"
952,7379,Conicera atra,"Meigen, 1830"
953,7380,Conicera fulvipalpis,"Schmitz, 1920"
954,7380,Conicera minuscula,"Schmitz, 1953"
955,7382,Conicera pauxilla,"Schmitz, 1920"
956,7384,Conicera albipennis,"Meigen, 1830"
957,7384,Conicera fallens,"Schmitz, 1948"
958,7387,Dasineura autumnalis,"Mamaev, 1961"
959,7387,Procystiphora autumnalis,"Mamaev, 1961"
960,7408,Conocephalus discolor,"Thunberg, 1815"
961,7427,Conops ferrugineus,"Macquart, 1834"
962,7444,Contarinia barbichi,"Kieffer, 1890"
963,7445,Contarinia corylina,"Löw, 1878"
964,7455,Contarinia lonicerae,"Roskam, 2009"
965,7458,Contarinia geisenheyneri,"Rübsaamen, 1917"
966,7458,Contarinia ruderalis,"Kieffer, 1890"
967,7458,Contarinia torquens,"De Meijere, 1906"
968,7463,Contarinia pisicola,"De Meijere, 1911"
969,7497,Cooperia zurnabada,"Antipin, 1931"
970,7504,Cheiloneurus swederi,"Dalman, 1820"
971,7536,Copromyza similis,"Collin, 1930"
972,7540,Atheta melanaria,"Mannerheim, 1830"
973,7549,Pterolichus cuculi,"Mégnin & Trouessart, 1884"
974,7556,Varicorbula gibba,"Olivi, 1792"
975,7559,Cordicomus instabilis,"Schmidt, 1842"
976,7563,Cordilura biseta,"Loew, 1864"
977,7569,Cordulegaster annulata,"Latreille, 1805"
978,7574,Cordyla cinerea,"Zetterstedt, 1852"
979,7578,Cordyla atra,"Macquart, 1834"
980,7582,Cordyla sixi,"Barendrecht, 1938"
981,7584,Malachius viridis,"Fabricius, 1787"
982,7588,Coregonus lavaretus,"Linnaeus, 1758"
983,7588,Coregonus maraena,"Bloch, 1779"
984,7601,Gamasus lunaris,"Berlese, 1882"
985,7601,Gamasus rubescens,"Canestrini & Fanzago, 1882"
986,7601,Parasitus spinipediformis,"Trägårdh, 1904"
987,7603,Alona rectangula,"Sars, 1862"
988,7624,Corticaria linearis,"Paykull, 1798"
989,7629,Corticarina fuscula,"Gyllenhal, 1827"
990,7651,Coloeus monedula,"Linnaeus, 1758"
991,7656,Steenstrupia nutans,"Sars, 1835"
