"species_id","species_name","identification_reference"
11037,"Erinaceus europaeus","Linnaeus, 1758"
11038,"Eriocampa ovata","Linnaeus, 1761"
11039,"Eriocampa umbratica","Klug, 1816"
11040,"Eriocheir sinensis","Milne-Edwards, 1853"
11041,"Eriococcus araucariae","Maskell, 1879"
11042,"Erioconopa diuturna","Walker, 1848"
11043,"Erioconopa trivialis","Meigen, 1818"
11044,"Eriocrania cicatricella","Zetterstedt, 1839"
11045,"Eriocrania salopiella","Stainton, 1854"
11046,"Eriocrania sangii","Wood, 1891"
11047,"Eriocrania semipurpurella","Stephens, 1835"
11048,"Eriocrania sparrmannella","Bosc, 1791"
11049,"Eriogaster catax","Linnaeus, 1758"
11050,"Eriogaster lanestris","Linnaeus, 1758"
11051,"Eriopeltis festucae","Boyer de Fonscolombe, 1834"
11052,"Eriopeltis lichtensteini","Signoret, 1877"
11053,"Eriophyes arianus","Canestrini, 1890"
11054,"Eriophyes aroniae","Canestrini, 1890"
11055,"Eriophyes crataegi","Canestrini, 1890"
11056,"Eriophyes distinguendus","Kieffer, 1902"
11057,"Eriophyes euphorbiae","Nalepa, 1891"
11058,"Eriophyes exilis","Nalepa, 1892"
11059,"Eriophyes homophyllus","Nalepa, 1926"
11060,"Eriophyes inangulis","Nalepa, 1919"
11061,"Eriophyes laevis","Nalepa, 1889"
11062,"Eriophyes lateannulatus","Schulze, 1918"
11063,"Eriophyes leionotus","Nalepa, 1891"
11064,"Eriophyes leiosoma","Nalepa, 1892"
11065,"Eriophyes lissonotus","Nalepa, 1919"
11066,"Eriophyes padi","Domes, 2000"
11067,"Eriophyes prunianus","Nalepa, 1926"
11068,"Eriophyes prunispinosae","Nalepa, 1926"
11069,"Eriophyes pteridis","Molliard, 1898"
11070,"Eriophyes pyri","Pagenstecher, 1857"
11071,"Eriophyes rubicolens","Canestrini, 1891"
11072,"Eriophyes similis","Nalepa, 1890"
11073,"Eriophyes sorbi","Canestrini, 1890"
11074,"Eriophyes tiliae","Pagenstecher, 1857"
11075,"Eriophyes tomentosae","Nalepa, 1918"
11076,"Eriopsela quadrana","Hübner, 1813"
11077,"Erioptera beckeri","Kuntze, 1914"
11078,"Erioptera bivittata","Loew, 1873"
11079,"Erioptera divisa","Walker, 1848"
11080,"Erioptera flavata","Westhoff, 1882"
11081,"Erioptera fuscipennis","Meigen, 1818"
11082,"Erioptera fusculenta","Edwards, 1938"
11083,"Erioptera griseipennis","Meigen, 1838"
11084,"Erioptera limbata","Loew, 1873"
11085,"Erioptera lutea","Meigen, 1804"
11086,"Erioptera meijerei","Edwards, 1921"
11087,"Erioptera minor","De Meijere, 1920"
11088,"Erioptera nielseni","De Meijere, 1921"
11089,"Erioptera squalida","Loew, 1871"
11090,"Eriosoma flavum","Janke, 1930"
11091,"Eriosoma lanigerum","Hausmann, 1802"
11092,"Eriosoma lanuginosum","Hartig, 1839"
11093,"Eriosoma patchiae","Börner & Blunck, 1916"
11094,"Eriosoma ulmi","Linnaeus, 1758"
11095,"Eriothrix argyreata","Meigen, 1824"
11096,"Eriothrix prolixa","Meigen, 1824"
11097,"Eriothrix rufomaculata","De Geer, 1775"
11098,"Eriozona syrphoides","Fallén, 1817"
11099,"Eristalinus aeneus","Scopoli, 1763"
11100,"Eristalinus sepulchralis","Linnaeus, 1758"
11101,"Eristalis abusiva","Collin, 1931"
11102,"Eristalis alpina","Panzer, 1798"
11103,"Eristalis anthophorina","Fallén, 1817"
11104,"Eristalis arbustorum","Linnaeus, 1758"
11105,"Eristalis cryptarum","Fabricius, 1794"
11106,"Eristalis horticola","De Geer, 1776"
11107,"Eristalis intricaria","Linnaeus, 1758"
11108,"Eristalis jugorum","Egger, 1858"
11109,"Eristalis nemorum","Linnaeus, 1758"
11110,"Eristalis obscura","Loew, 1866"
11111,"Eristalis pertinax","Scopoli, 1763"
11112,"Eristalis picea","Fallén, 1817"
11113,"Eristalis rupium","Fabricius, 1805"
11114,"Eristalis similis","Fallén, 1817"
11115,"Eristalis tenax","Linnaeus, 1758"
11116,"Eristicus clarigator","Wesmael, 1845"
11117,"Eristicus clericus","Gravenhorst, 1829"
11118,"Erithacus rubecula","Linnaeus, 1758"
11119,"Ernestia laevigata","Meigen, 1838"
11120,"Ernestia puparum","Fabricius, 1794"
11121,"Ernestia rudis","Fallén, 1810"
11122,"Ernestia vagans","Meigen, 1824"
11123,"Ernobius abietinus","Gyllenhal, 1808"
11124,"Ernobius abietis","Fabricius, 1792"
11125,"Ernobius angusticollis","Ratzeburg, 1837"
11126,"Ernobius longicornis","Sturm, 1837"
11127,"Ernobius mollis","Linnaeus, 1758"
11128,"Ernobius nigrinus","Sturm, 1837"
11129,"Ernobius pini","Sturm, 1837"
11130,"Ernodes articularis","Pictet, 1834"
11131,"Ernoporicus fagi","Fabricius, 1798"
11132,"Ernoporus tiliae","Panzer, 1793"
11133,"Ero aphana","Walckenaer, 1802"
11134,"Ero cambridgei","Kulczynski, 1911"
11135,"Ero furcata","Villers, 1789"
11136,"Ero tuberculata","De Geer, 1778"
11137,"Erotesis baltica","Maclachlan, 1877"
11138,"Erotettix cyane","Boheman, 1845"
11139,"Erpobdella monostriata","Lindenfeld & Pietruszynski, 1890"
11140,"Erpobdella nigricollis","Brandes, 1900"
11141,"Erpobdella octoculata","Linnaeus, 1758"
11142,"Erpobdella testacea","Savigny, 1820"
11143,"Erpobdella vilnensis","Liskiewicz, 1925"
11144,"Errastunus ocellaris","Fallén, 1806"
11145,"Errhomenus brachypterus","Fieber, 1866"
11146,"Erromenus brunnicans","Gravenhorst, 1829"
11147,"Erromenus calcator","Müller, 1776"
11148,"Erromenus junior","Thunberg, 1822"
11149,"Erromenus punctatus","Woldstedt, 1878"
11150,"Erromenus punctulatus","Holmgren, 1857"
11151,"Erromenus zonarius","Gravenhorst, 1820"
11152,"Erycilla ferruginea","Meigen, 1824"
11153,"Erynnia ocypterata","Fallén, 1810"
11154,"Erynnis tages","Linnaeus, 1758"
11155,"Erythmelus flavovarius","Walker, 1846"
11156,"Erythmelus limburgensis","Soyka, 1932"
11157,"Erythracarus parietinus","Hermann, 1804"
11158,"Erythraeus kuyperi","Oudemans, 1910"
11159,"Erythraeus phalangoides","De Geer, 1778"
11160,"Erythria aureola","Fallén, 1806"
11161,"Erythrina erythrina","Pallas, 1770"
11162,"Erythromalus nubilipennis","Walker, 1835"
11163,"Erythromalus rufiventris","Walker, 1835"
11164,"Erythromma lindenii","Selys, 1840"
11165,"Erythromma najas","Hansemann, 1823"
11166,"Erythromma viridulum","Charpentier, 1840"
11167,"Erythrops elegans","Sars, 1863"
11168,"Erzaleus metrius","Flor, 1861"
11169,"Escharella immersa","Fleming, 1828"
11170,"Escharoides coccinea","Abildgaard, 1806"
11171,"Eschrichtius robustus","Lilljeborg, 1861"
11172,"Esolus angustatus","Müller, 1821"
11173,"Esolus parallelepipedus","Müller, 1806"
11174,"Esolus pygmaeus","Müller, 1806"
11175,"Esox lucius","Linnaeus, 1758"
11176,"Esperia sulphurella","Fabricius, 1775"
11177,"Estheria bohemani","Rondani, 1862"
11178,"Estheria cristata","Meigen, 1826"
11179,"Estheria petiolata","Bonsdorff, 1866"
11180,"Estheria picta","Meigen, 1826"
11181,"Esthiopterum gruis","Linnaeus, 1758"
11182,"Estrilda astrild","Linnaeus, 1758"
11183,"Eteone barbata","Malmgren, 1865"
11184,"Eteone flava","Fabricius, 1780"
11185,"Eteone longa","Fabricius, 1780"
11186,"Eteone spetsbergensis","Malmgren, 1865"
11187,"Ethelcus denticulatus","Schrank, 1781"
11188,"Ethelurgus sodalis","Taschenberg, 1865"
11189,"Ethiromyia chalybea","Wiedemann, 1817"
11190,"Ethmia bipunctella","Fabricius, 1775"
11191,"Ethmia dodecea","Haworth, 1828"
11192,"Ethmia quadrillella","Goeze, 1783"
11193,"Ethmia terminella","Fletcher, 1938"
11194,"Ethmolaimus pratensis","De Man, 1880"
11195,"Etiella zinckenella","Treitschke, 1832"
11196,"Euaesthetus bipunctatus","Ljungh, 1804"
11197,"Euaesthetus laeviusculus","Mannerheim, 1844"
11198,"Euaesthetus ruficapillus","Lacordaire, 1835"
11199,"Eualus cranchii","Leach, 1817"
11200,"Eualus occultus","Lebour, 1936"
11201,"Eualus pusiolus","Krøyer, 1841"
11202,"Euaphidius cingulatus","Ruthe, 1859"
11203,"Euaphidius setiger","Mackauer, 1961"
11204,"Eubazus fasciatus","Nees, 1816"
11205,"Eubazus flavipes","Haliday, 1835"
11206,"Eubazus lepidus","Haliday, 1835"
11207,"Eubazus longicaudis","Ratzeburg, 1844"
11208,"Eubazus macrocephalus","Nees, 1812"
11209,"Eubazus macrurus","Thomson, 1892"
11210,"Eubazus nigricoxis","Wesmael, 1835"
11211,"Eubazus parvulus","Ruthe, 1867"
11212,"Eubazus planifacialis","Van Achterberg, 2003"
11213,"Eubazus robustus","Ratzeburg, 1844"
11214,"Eubazus ruficoxis","Wesmael, 1835"
11215,"Eubazus rugosus","Ratzeburg, 1848"
11216,"Eubazus semirugosus","Nees, 1816"
11217,"Eubazus sigalphoides","Marshall, 1889"
11218,"Eubazus tibialis","Haliday, 1835"
11219,"Eubazus tricoloripes","Van Achterberg, 2000"
11220,"Eubazus vagus","Ruthe, 1867"
11221,"Eublemma ostrina","Hübner, 1808"
11222,"Eublemma parva","Hübner, 1808"
11223,"Eublemma purpurina","Denis & Schiffermüller, 1775"
11224,"Euborellia annulipes","Dohrn, 1864"
11225,"Eubosmina coregoni","Baird, 1857"
11226,"Eubosmina crassicornis","Lilljeborg, 1887"
11227,"Eubosmina kessleri","Uljanin, 1874"
11228,"Eubosmina longicornis","Schoedler, 1866"
11229,"Eubosmina longispina","Leydig, 1860"
11230,"Eubosmina maritima","Müller, 1867"
11231,"Eubosmina obtusirostris","Sars, 1861"
11232,"Eubothrium crassum","Bloch, 1779"
11233,"Eubothrium fragile","Rudolphi, 1802"
11234,"Eubranchipus grubii","Dybowski, 1860"
11235,"Eubranchus exiguus","Alder & Hancock, 1848"
11236,"Eubranchus farrani","Alder & Hancock, 1844"
11237,"Eubranchus linensis","Garcia-Gomez, Cervera & Garcia, 1990"
11238,"Eubranchus pallidus","Alder & Hancock, 1842"
11239,"Eubranchus rupium","Müller, 1842"
11240,"Eubranchus tricolor","Forbes, 1838"
11241,"Eubranchus vittatus","Alder & Hanckock,1842"
11242,"Eubria palustris","Germar, 1818"
11243,"Eubrychius velutus","Beck, 1817"
11244,"Eucallipterus tiliae","Linnaeus, 1758"
11245,"Eucalymnatus tessellatus","Signoret, 1873"
11246,"Eucarta virgo","Treitschke, 1835"
11247,"Eucephalobus mucronatus","Kozlowska & Roguska-Wasilevska, 1963"
11248,"Eucephalobus oxyuroides","De Man, 1876"
11249,"Eucephalobus paracornutus","De Coninck, 1943"
11250,"Eucephalobus striatus","Bastian, 1865"
11251,"Eucera longicornis","Linnaeus, 1758"
11252,"Eucera nigrescens","Pérez, 1879"
11253,"Euceraphis betulae","Koch, 1855"
11254,"Euceraphis punctipennes","Zetterstedt,1828"
11255,"Euceros albitarsus","Curtis, 1837"
11256,"Euceros pruinosus","Gravenhorst, 1829"
11257,"Euceros serricornis","Haliday, 1839"
11258,"Euchaetothrips kroli","Schille, 1911"
11259,"Eucheilota flevensis","Van Kampen , 1922"
11260,"Eucheilota maculata","Hartlaub, 1894"
11261,"Euchlanis deflexa","Gosse, 1851"
11262,"Euchlanis dilatata","Ehrenberg, 1832"
11263,"Euchlanis incisa","Carlin, 1939"
11264,"Euchlanis meneta","Myers, 1930"
11265,"Euchlanis oropha","Gosse, 1887"
11266,"Euchlanis parva","Rousselet, 1832"
11267,"Euchlanis triquetra","Ehrenberg, 1838"
11268,"Euchoeca nebulata","Scopoli, 1763"
11269,"Euchone limnicola","Reish, 1959"
11270,"Euchone rubrocincta","Sars, 1862"
11271,"Euchorthippus declivus","Brisout de Barneville, 1848"
11272,"Euchromius ocellea","Haworth, 1811"
11273,"Eucinetus haemorrhoidalis","Germar, 1818"
11274,"Eucinetus meridionalis","Laporte, 1838"
11275,"Euclidia glyphica","Linnaeus, 1758"
11276,"Euclidia mi","Clerck, 1759"
11277,"Euclymene droebachiensis","Sars in Sars, 1871"
11278,"Eucnemis capucina","Ahrens, 1812"
11279,"Eucobresia diaphana","Draparnaud, 1805"
11280,"Eucoila effluens","Vollenhoven, 1869"
11281,"Eucoleus aerophilus","Creplin, 1839"
11282,"Eucoleus annulatus","Molin, 1858"
11283,"Eucoleus boehmi","Supperer, 1953"
11284,"Eucoleus contortus","Creplin, 1839"
11285,"Eucoleus dispar","Dujardin, 1845"
11286,"Eucoleus gastricus","Baylis, 1926"
11287,"Eucoleus obtusiuscula","Rudolphi, 1819"
11288,"Eucoleus perforans","Kotlan & Orosz, 1931"
11289,"Eucoleus vanelli","Rudolphi, 1819"
11290,"Euconnus campestris","Schaufuss, 1866"
11291,"Euconnus claviger","Müller & Kunze, 1822"
11292,"Euconnus denticornis","Müller & Kunze, 1822"
11293,"Euconnus fimetarius","Chaudoir, 1845"
11294,"Euconnus hirticollis","Illiger, 1798"
11295,"Euconnus pubicollis","Müller & Kunze, 1822"
11296,"Euconnus rutilipennis","Müller & Kunze, 1822"
11297,"Euconnus wetterhallii","Gyllenhal, 1813"
11298,"Euconomelus lepidus","Boheman, 1847"
11299,"Euconulus fulvus","Müller, 1774"
11300,"Euconulus praticola","Reinhardt, 1883"
11301,"Euconulus trochiformis","Montagu, 1803"
11302,"Eucosma aemulana","Schläger, 1849"
11303,"Eucosma balatonana","Osthelder, 1937"
11304,"Eucosma campoliliana","Denis & Schiffermüller, 1775"
11305,"Eucosma cana","Haworth, 1811"
11306,"Eucosma conterminana","Guenée, 1845"
11307,"Eucosma hohenwartiana","Denis & Schiffermüller, 1775"
11308,"Eucosma lacteana","Treitschke, 1835"
11309,"Eucosma metzneriana","Treitschke, 1830"
11310,"Eucosma obumbratana","Lienig & Zeller, 1846"
11311,"Eucosma pupillana","Clerck, 1759"
11312,"Eucosma rubescana","Constant, 1895"
11313,"Eucosma tripoliana","Barrett, 1880"
11314,"Eucosma wimmerana","Treitschke, 1835"
11315,"Eucosmomorpha albersana","Hübner, 1813"
11316,"Eucratea loricata","Linnaeus, 1758"
11317,"Eucyclops macruroides","Lilljeborg, 1901"
11318,"Eucyclops macrurus","Sars, 1863"
11319,"Eucyclops serrulatus","Fischer, 1851"
11320,"Eucyclops speratus","Lilljeborg, 1901"
11321,"Eucypris pigra","Fischer, 1851"
11322,"Eucypris virens","Jurine, 1820"
11323,"Eudactylina acuta","Van Beneden, 1853"
11324,"Eudarcia pagenstecherella","Hübner, 1825"
11325,"Eudasyphora cyanella","Meigen, 1826"
11326,"Eudasyphora cyanicolor","Zetterstedt, 1845"
11327,"Eudelus simillimus","Taschenberg, 1865"
11328,"Eudemis porphyrana","Hübner, 1799"
11329,"Eudemis profundana","Denis & Schiffermüller, 1775"
11330,"Eudendrium album","Nutting, 1896"
11331,"Eudendrium arbuscala","Wright, 1859"
11332,"Eudendrium capillare","Alder, 1856"
11333,"Eudendrium rameum","Pallas, 1766"
11334,"Eudendrium ramosum","Linnaeus, 1758"
11335,"Eudendrium vervoorti","Marques & Migotto, 1998"
11336,"Euderus agrili","Boucek, 1963"
11337,"Euderus albitarsis","Zetterstedt, 1838"
11338,"Euderus viridis","Thomson, 1878"
11339,"Eudiaptomus gracilis","Sars, 1863"
11340,"Eudiaptomus graciloides","Lilljeborg, 1888"
11341,"Eudiaptomus vulgaris","Schmeil, 1896"
11342,"Eudocimus albus","Linnaeus, 1758"
11343,"Eudonia delunella","Stainton, 1849"
11344,"Eudonia lacustrata","Panzer, 1804"
11345,"Eudonia lineola","Curtis, 1827"
11346,"Eudonia mercurella","Linnaeus, 1758"
11347,"Eudonia pallida","Curtis, 1827"
11348,"Eudonia truncicolella","Stainton, 1849"
11349,"Eudorella emarginata","Krøyer, 1846"
11350,"Eudorella truncatula","Bate, 1856"
11351,"Eudorellopsis deformis","Krøyer, 1846"
11352,"Eudorylaimus acuticauda","De Man, 1880"
11353,"Eudorylaimus carteri","Bastian, 1865"
11354,"Eudorylaimus doryuris","Ditlevsen, 1911"
11355,"Eudorylaimus iners","Bastian, 1865"
11356,"Eudorylaimus leuckarti","Bütschli, 1873"
11357,"Eudorylaimus similis","De Man, 1876"
11358,"Eudorylas arcanus","Coe, 1966"
11359,"Eudorylas coloratus","Becker, 1897"
11360,"Eudorylas fuscipes","Zetterstedt, 1844"
11361,"Eudorylas fusculus","Zetterstedt, 1844"
11362,"Eudorylas inferus","Collin, 1956"
11363,"Eudorylas jenkinsoni","Coe, 1966"
11364,"Eudorylas kowarzi","Becker, 1898"
11365,"Eudorylas longifrons","Coe, 1966"
11366,"Eudorylas montium","Becker, 1898"
11367,"Eudorylas obliquus","Coe, 1966"
11368,"Eudorylas obscurus","Coe, 1966"
11369,"Eudorylas slovacus","Kozanek, 1993"
11370,"Eudorylas subfascipes","Collin, 1956"
11371,"Eudorylas subterminalis","Collin, 1956"
11372,"Eudorylas terminalis","Thomson, 1870"
11373,"Eudorylas zermattensis","Becker, 1898"
11374,"Eudorylas zonatus","Zetterstedt, 1849"
11375,"Eudorylas zonellus","Collin, 1956"
11376,"Eueremaeus oblongus","Koch, 1835"
11377,"Eueremaeus silvestris","Forsslund, 1955"
11378,"Eueremaeus valkanovi","Kunst, 1957"
11379,"Eugamasus berlesei","Willmann, 1935"
11380,"Eugamasus cavernicola","Trägårdh, 1912"
11381,"Eugamasus crassitarsus","Halbert, 1923"
11382,"Eugamasus magnus","Kramer, 1876"
11383,"Euglenes oculatus","Paykull, 1798"
11384,"Euglesa casertana","Poli, 1791"
11385,"Euglesa compressa","Prime, 1852"
11386,"Euglesa conventus","Clessin, 1877"
11387,"Euglesa globulare","Clessin, 1873"
11388,"Euglesa henslowana","Sheppard, 1823"
11389,"Euglesa hibernica","Westerlund, 1894"
11390,"Euglesa milium","Held, 1836"
11391,"Euglesa nitida","Jenyns, 1832"
11392,"Euglesa obtusalis","Lamarck, 1818"
11393,"Euglesa personata","Malm, 1855"
11394,"Euglesa pseudosphaerium","Favre, 1927"
11395,"Euglesa pulchella","Jenyns, 1832"
11396,"Euglesa subtruncata","Malm, 1855"
11397,"Euglesa supina","Schmidt, 1851"
11398,"Eugnorisma glareosa","Esper, 1788"
11399,"Eugraphe sigma","Denis & Schiffermüller, 1775"
11400,"Euheptaulacus sus","Herbst, 1783"
11401,"Euheptaulacus villosus","Gyllenhal, 1806"
11402,"Euides basilinea","Germar, 1821"
11403,"Euides speciosa","Boheman, 1845"
11404,"Eukiefferiella brevicalcar","Kieffer, 1911"
11405,"Eukiefferiella claripennis","Lundbeck, 1898"
11406,"Eukiefferiella clypeata","Kieffer, 1923"
11407,"Eukiefferiella coerulescens","Kieffer, 1926"
11408,"Eukiefferiella devonica","Edwards, 1929"
11409,"Eukiefferiella dittmari","Lehmann, 1972"
11410,"Eukiefferiella gracei","Edwards, 1929"
11411,"Eukiefferiella ilkleyensis","Edwards, 1929"
11412,"Eulachnus agilis","Kaltenbach, 1843"
11413,"Eulaelaps stabularis","Koch, 1840"
11414,"Eulaemobothrion atrum","Nitzsch, 1818"
11415,"Eulalia bilineata","Johnston, 1840"
11416,"Eulalia mustela","Pleijel, 1987"
11417,"Eulalia viridis","Linnaeus, 1767"
11418,"Eulamprotes atrella","Denis & Schiffermüller, 1775"
11419,"Eulamprotes immaculatella","Douglas, 1850"
11420,"Eulamprotes superbella","Zeller, 1839"
11421,"Eulamprotes unicolorella","Duponchel, 1843"
11422,"Eulamprotes wilkella","Linnaeus, 1758"
11423,"Eulecanium ciliatum","Douglas, 1891"
11424,"Eulecanium tiliae","Linnaeus, 1758"
11425,"Euleia heraclei","Linnaeus, 1758"
11426,"Euleuctra geniculata","Stephens, 1836"
11427,"Eulia ministrana","Linnaeus, 1758"
11428,"Eulimella acicula","Philippi, 1936"
11429,"Eulimosina ochripes","Meigen, 1830"
11430,"Eulithis mellinata","Fabricius, 1787"
11431,"Eulithis populata","Linnaeus, 1758"
11432,"Eulithis prunata","Linnaeus, 1758"
11433,"Eulithis testata","Linnaeus, 1761"
11434,"Eulohmannia ribagia","Berlese, 1910"
11435,"Eulonchetron torymoides","Thomson, 1878"
11436,"Eulophus abdominalis","Nees, 1834"
11437,"Eulophus larvarum","Linnaeus, 1758"
11438,"Eulophus pennicornis","Nees, 1834"
11439,"Eulophus ramicornis","Fabricius, 1781"
11440,"Eulophus smerinthicida","Boucek, 1958"
11441,"Eulophus thespius","Walker, 1838"
11442,"Eumacepolus obscurior","Graham, 1961"
11443,"Eumacepolus saxeseni","Graham, 1957"
11444,"Eumea linearicornis","Zetterstedt, 1844"
11445,"Eumea mitis","Meigen, 1824"
11446,"Eumenes coarctatus","Linnaeus, 1758"
11447,"Eumenes coronatus","Panzer, 1799"
11448,"Eumenes papillarius","Christ, 1791"
11449,"Eumenes pedunculatus","Panzer, 1799"
11450,"Eumerus flavitarsis","Zetterstedt, 1843"
11451,"Eumerus funeralis","Meigen, 1822"
11452,"Eumerus ornatus","Meigen, 1822"
11453,"Eumerus sabulonum","Fallén, 1817"
11454,"Eumerus sogdianus","Stackelberg, 1952"
11455,"Eumerus strigatus","Fallén, 1817"
11456,"Eumerus tarsalis","Loew, 1848"
11457,"Eumerus tricolor","Fabricius, 1798"
11458,"Eumida bahusiensis","Bergström, 1914"
11459,"Eumida sanguinea","Ørsted, 1843"
11460,"Eumodicogryllus bordigalensis","Latreille, 1804"
11461,"Eumonhystera dispar","Bastian, 1865"
11462,"Eumonhystera filiformis","Bastian, 1865"
11463,"Eumonhystera gracilior","Johnston, 1938"
11464,"Eumonhystera similis","Bütschli, 1873"
11465,"Eumonhystera simplex","De Man, 1880"
11466,"Eumonhystera vulgaris","De Man, 1880"
11467,"Eunapius fragilis","Leidy, 1851"
11468,"Eunereis elitoralis","Eliason, 1962"
11469,"Eunereis longissima","Johnston, 1840"
11470,"Euneura lachni","Ashmead, 1887"
11471,"Euneura sopolis","Walker, 1840"
11472,"Eunoe nodosa","Sars, 1861"
11473,"Eunotus areolatus","Ratzeburg, 1852"
11474,"Eunotus cretaceus","Walker, 1834"
11475,"Eunotus parvulus","Masi, 1931"
11476,"Euodynerus dantici","Rossi, 1790"
11477,"Euodynerus quadrifasciatus","Fabricius, 1793"
11478,"Euophrys frontalis","Walckenaer, 1802"
11479,"Euophrys herbigrada","Simon, 1871"
11480,"Eupachygaster tarsalis","Zetterstedt, 1842"
11481,"Eupalamus lacteator","Gravenhorst, 1829"
11482,"Eupalamus lamentator","Thunberg, 1824"
11483,"Eupalamus oscillator","Wesmael, 1845"
11484,"Eupalamus wesmaeli","Thomson, 1886"
11485,"Eupelix cuspidata","Fabricius, 1775"
11486,"Eupelmus aloysii","Russo, 1938"
11487,"Eupelmus annulatus","Nees, 1834"
11488,"Eupelmus atropurpureus","Dalman, 1820"
11489,"Eupelmus fuscipennis","Foerster, 1860"
11490,"Eupelmus hartigi","Foerster, 1841"
11491,"Eupelmus linearis","Foerster, 1860"
11492,"Eupelmus microzonus","Foerster, 1860"
11493,"Eupelmus nubilipennis","Foerster, 1860"
11494,"Eupelmus pullus","Ruschka, 1921"
11495,"Eupelmus urozonus","Dalman, 1920"
11496,"Eupelmus vesicularis","Retzius, 1783"
11497,"Eupelops acromios","Hermann, 1804"
11498,"Eupelops curtipilus","Berlese, 1916"
11499,"Eupelops hygrophilus","Knulle, 1954"
11500,"Eupelops nepotulus","Berlese, 1916"
11501,"Eupelops occultus","Koch, 1836"
11502,"Eupelops oudemansi","Van der Hammen, 1952"
11503,"Eupelops plicatus","Koch, 1835"
11504,"Eupelops strenzkei","Knülle, 1954"
11505,"Eupelops tardus","Koch, 1836"
11506,"Eupelops torulosus","Koch, 1836"
11507,"Eupeodes bucculatus","Rondani, 1857"
11508,"Eupeodes corollae","Fabricius, 1794"
11509,"Eupeodes goeldlini","Mazánek, Láska & Bicik, 1999"
11510,"Eupeodes lapponicus","Zetterstedt, 1838"
11511,"Eupeodes latifasciatus","Macquart, 1829"
11512,"Eupeodes lundbecki","Soot Ryen, 1946"
11513,"Eupeodes luniger","Meigen, 1822"
11514,"Eupeodes nielseni","Dusek & Láska, 1976"
11515,"Eupeodes nitens","Zetterstedt, 1843"
11516,"Eupeodes punctifer","Frey, 1934"
11517,"Euphorus basalis","Curtis, 1833"
11518,"Euphorus duploclaviventris","Shenefelt, 1969"
11519,"Euphorus fulvipes","Curtis, 1833"
11520,"Euphorus oblitus","Ruthe, 1856"
11521,"Euphorus pallidistigma","Curtis, 1833"
11522,"Euphranta connexa","Fabricius, 1794"
11523,"Euphranta toxoneura","Loew, 1846"
11524,"Euphthiracarus cribarius","Berlese, 1904"
11525,"Euphthiracarus monodactylus","Willmann, 1919"
11526,"Euphydryas aurinia","Rottemburg, 1775"
11527,"Euphyia biangulata","Haworth, 1809"
11528,"Euphyia frustata","Treitschke, 1828"
11529,"Euphyia unangulata","Haworth, 1809"
11530,"Euphylidorea aperta","Verrall, 1887"
11531,"Euphylidorea dispar","Meigen, 1818"
11532,"Euphylidorea lineola","Meigen, 1804"
11533,"Euphylidorea meigenii","Verrall, 1887"
11534,"Euphylidorea phaeostigma","Schummel, 1829"
11535,"Euphyllura olivina","Costa, 1839"
11536,"Euphysa aurata","Forbes, 1848"
11537,"Eupithecia abbreviata","Stephens, 1831"
11538,"Eupithecia abietaria","Goeze, 1781"
11539,"Eupithecia absinthiata","Clerck, 1759"
11540,"Eupithecia analoga","Djakonov, 1926"
11541,"Eupithecia assimilata","Doubleday, 1856"
11542,"Eupithecia centaureata","Denis & Schiffermüller, 1775"
11543,"Eupithecia denotata","Hübner, 1813"
11544,"Eupithecia dodoneata","Guenée, 1858"
11545,"Eupithecia egenaria","Herrich-Schäffer, 1848"
11546,"Eupithecia exiguata","Hübner, 1813"
11547,"Eupithecia expallidata","Doubleday, 1856"
11548,"Eupithecia haworthiata","Doubleday, 1856"
11549,"Eupithecia icterata","de Villers, 1789"
11550,"Eupithecia impurata","Hübner, 1813"
11551,"Eupithecia indigata","Hübner, 1813"
11552,"Eupithecia innotata","Hufnagel, 1767"
11553,"Eupithecia insigniata","Hübner, 1790"
11554,"Eupithecia intricata","Zetterstedt, 1839"
11555,"Eupithecia inturbata","Hübner, 1817"
11556,"Eupithecia irriguata","Hübner, 1813"
11557,"Eupithecia lanceata","Hübner, 1825"
11558,"Eupithecia laquaearia","Herrich-Schäffer, 1848"
11559,"Eupithecia lariciata","Freyer, 1841"
11560,"Eupithecia linariata","Denis & Schiffermüller, 1775"
11561,"Eupithecia millefoliata","Rössler, 1866"
11562,"Eupithecia nanata","Hübner, 1813"
11563,"Eupithecia phoeniceata","Rambur, 1834"
11564,"Eupithecia pimpinellata","Hübner, 1813"
11565,"Eupithecia plumbeolata","Haworth, 1809"
11566,"Eupithecia pulchellata","Stephens, 1831"
11567,"Eupithecia pusillata","Denis & Schiffermüller, 1775"
11568,"Eupithecia pygmaeata","Hübner, 1799"
11569,"Eupithecia satyrata","Hübner, 1813"
11570,"Eupithecia selinata","Herrich-Schäffer, 1861"
11571,"Eupithecia simpliciata","Haworth, 1809"
11572,"Eupithecia sinuosaria","Eversmann, 1848"
11573,"Eupithecia subfuscata","Haworth, 1809"
11574,"Eupithecia subumbrata","Denis & Schiffermüller, 1775"
11575,"Eupithecia succenturiata","Linnaeus, 1758"
11576,"Eupithecia tantillaria","Boisduval, 1840"
11577,"Eupithecia tenuiata","Hübner, 1813"
11578,"Eupithecia tripunctaria","Herrich-Schäffer, 1852"
11579,"Eupithecia trisignaria","Herrich-Schäffer, 1848"
11580,"Eupithecia valerianata","Hübner, 1813"
11581,"Eupithecia venosata","Fabricius, 1787"
